Year, Month, Day,     Extent,    Missing, Source Data
2008,    11,  13,     16.542,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2008.11.13/nt_20081113_f17_v1.1_s.bin']
2008,    11,  14,     16.500,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2008.11.14/nt_20081114_f17_v1.1_s.bin']
2008,    11,  15,     16.271,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2008.11.15/nt_20081115_f17_v1.1_s.bin']
2008,    11,  16,     16.233,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2008.11.16/nt_20081116_f17_v1.1_s.bin']
2008,    11,  17,     16.126,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2008.11.17/nt_20081117_f17_v1.1_s.bin']
2008,    11,  18,     15.943,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2008.11.18/nt_20081118_f17_v1.1_s.bin']
2008,    11,  19,     15.815,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2008.11.19/nt_20081119_f17_v1.1_s.bin']
2008,    11,  20,     15.745,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2008.11.20/nt_20081120_f17_v1.1_s.bin']
2008,    11,  21,     15.613,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2008.11.21/nt_20081121_f17_v1.1_s.bin']
2008,    11,  22,     15.570,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2008.11.22/nt_20081122_f17_v1.1_s.bin']
2008,    11,  23,     15.368,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2008.11.23/nt_20081123_f17_v1.1_s.bin']
2008,    11,  24,     15.238,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2008.11.24/nt_20081124_f17_v1.1_s.bin']
2008,    11,  25,     15.060,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2008.11.25/nt_20081125_f17_v1.1_s.bin']
2008,    11,  26,     14.940,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2008.11.26/nt_20081126_f17_v1.1_s.bin']
2008,    11,  27,     14.867,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2008.11.27/nt_20081127_f17_v1.1_s.bin']
2008,    11,  28,     14.754,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2008.11.28/nt_20081128_f17_v1.1_s.bin']
2008,    11,  29,     14.656,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2008.11.29/nt_20081129_f17_v1.1_s.bin']
2008,    11,  30,     14.447,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2008.11.30/nt_20081130_f17_v1.1_s.bin']
2008,    12,  01,     14.396,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2008.12.01/nt_20081201_f17_v1.1_s.bin']
2008,    12,  02,     14.236,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2008.12.02/nt_20081202_f17_v1.1_s.bin']
2008,    12,  03,     14.051,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2008.12.03/nt_20081203_f17_v1.1_s.bin']
2008,    12,  04,     13.914,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2008.12.04/nt_20081204_f17_v1.1_s.bin']
2008,    12,  05,     13.690,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2008.12.05/nt_20081205_f17_v1.1_s.bin']
2008,    12,  06,     13.537,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2008.12.06/nt_20081206_f17_v1.1_s.bin']
2008,    12,  07,     13.362,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2008.12.07/nt_20081207_f17_v1.1_s.bin']
2008,    12,  08,     13.147,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2008.12.08/nt_20081208_f17_v1.1_s.bin']
2008,    12,  09,     12.962,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2008.12.09/nt_20081209_f17_v1.1_s.bin']
2008,    12,  10,     12.734,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2008.12.10/nt_20081210_f17_v1.1_s.bin']
2008,    12,  11,     12.652,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2008.12.11/nt_20081211_f17_v1.1_s.bin']
2008,    12,  12,     12.448,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2008.12.12/nt_20081212_f17_v1.1_s.bin']
2008,    12,  13,     12.315,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2008.12.13/nt_20081213_f17_v1.1_s.bin']
2008,    12,  14,     12.152,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2008.12.14/nt_20081214_f17_v1.1_s.bin']
2008,    12,  15,     11.968,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2008.12.15/nt_20081215_f17_v1.1_s.bin']
2008,    12,  16,     11.750,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2008.12.16/nt_20081216_f17_v1.1_s.bin']
2008,    12,  17,     11.486,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2008.12.17/nt_20081217_f17_v1.1_s.bin']
2008,    12,  18,     11.235,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2008.12.18/nt_20081218_f17_v1.1_s.bin']
2008,    12,  19,     10.995,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2008.12.19/nt_20081219_f17_v1.1_s.bin']
2008,    12,  20,     10.813,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2008.12.20/nt_20081220_f17_v1.1_s.bin']
2008,    12,  21,     10.514,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2008.12.21/nt_20081221_f17_v1.1_s.bin']
2008,    12,  22,     10.282,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2008.12.22/nt_20081222_f17_v1.1_s.bin']
2008,    12,  23,     10.112,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2008.12.23/nt_20081223_f17_v1.1_s.bin']
2008,    12,  24,      9.880,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2008.12.24/nt_20081224_f17_v1.1_s.bin']
2008,    12,  25,      9.699,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2008.12.25/nt_20081225_f17_v1.1_s.bin']
2008,    12,  26,      9.522,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2008.12.26/nt_20081226_f17_v1.1_s.bin']
2008,    12,  27,      9.215,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2008.12.27/nt_20081227_f17_v1.1_s.bin']
2008,    12,  28,      9.014,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2008.12.28/nt_20081228_f17_v1.1_s.bin']
2008,    12,  29,      8.512,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2008.12.29/nt_20081229_f17_v1.1_s.bin']
2008,    12,  30,      8.242,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2008.12.30/nt_20081230_f17_v1.1_s.bin']
2008,    12,  31,      8.029,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2008.12.31/nt_20081231_f17_v1.1_s.bin']
2009,    01,  01,      8.007,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.01.01/nt_20090101_f17_v1.1_s.bin']
2009,    01,  02,      7.772,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.01.02/nt_20090102_f17_v1.1_s.bin']
2009,    01,  03,      7.585,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.01.03/nt_20090103_f17_v1.1_s.bin']
2009,    01,  04,      7.385,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.01.04/nt_20090104_f17_v1.1_s.bin']
2009,    01,  05,      7.251,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.01.05/nt_20090105_f17_v1.1_s.bin']
2009,    01,  06,      7.140,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.01.06/nt_20090106_f17_v1.1_s.bin']
2009,    01,  07,      7.013,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.01.07/nt_20090107_f17_v1.1_s.bin']
2009,    01,  08,      6.876,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.01.08/nt_20090108_f17_v1.1_s.bin']
2009,    01,  09,      6.645,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.01.09/nt_20090109_f17_v1.1_s.bin']
2009,    01,  10,      6.558,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.01.10/nt_20090110_f17_v1.1_s.bin']
2009,    01,  11,      6.451,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.01.11/nt_20090111_f17_v1.1_s.bin']
2009,    01,  12,      6.328,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.01.12/nt_20090112_f17_v1.1_s.bin']
2009,    01,  13,      6.191,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.01.13/nt_20090113_f17_v1.1_s.bin']
2009,    01,  14,      6.131,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.01.14/nt_20090114_f17_v1.1_s.bin']
2009,    01,  15,      5.891,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.01.15/nt_20090115_f17_v1.1_s.bin']
2009,    01,  16,      5.760,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.01.16/nt_20090116_f17_v1.1_s.bin']
2009,    01,  17,      5.533,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.01.17/nt_20090117_f17_v1.1_s.bin']
2009,    01,  18,      5.355,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.01.18/nt_20090118_f17_v1.1_s.bin']
2009,    01,  19,      5.202,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.01.19/nt_20090119_f17_v1.1_s.bin']
2009,    01,  20,      5.104,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.01.20/nt_20090120_f17_v1.1_s.bin']
2009,    01,  21,      4.947,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.01.21/nt_20090121_f17_v1.1_s.bin']
2009,    01,  22,      4.757,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.01.22/nt_20090122_f17_v1.1_s.bin']
2009,    01,  23,      4.562,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.01.23/nt_20090123_f17_v1.1_s.bin']
2009,    01,  24,      4.437,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.01.24/nt_20090124_f17_v1.1_s.bin']
2009,    01,  25,      4.300,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.01.25/nt_20090125_f17_v1.1_s.bin']
2009,    01,  26,      4.219,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.01.26/nt_20090126_f17_v1.1_s.bin']
2009,    01,  27,      4.092,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.01.27/nt_20090127_f17_v1.1_s.bin']
2009,    01,  28,      3.966,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.01.28/nt_20090128_f17_v1.1_s.bin']
2009,    01,  29,      3.906,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.01.29/nt_20090129_f17_v1.1_s.bin']
2009,    01,  30,      3.784,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.01.30/nt_20090130_f17_v1.1_s.bin']
2009,    01,  31,      3.780,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.01.31/nt_20090131_f17_v1.1_s.bin']
2009,    02,  01,      3.623,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.02.01/nt_20090201_f17_v1.1_s.bin']
2009,    02,  02,      3.549,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.02.02/nt_20090202_f17_v1.1_s.bin']
2009,    02,  03,      3.442,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.02.03/nt_20090203_f17_v1.1_s.bin']
2009,    02,  04,      3.411,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.02.04/nt_20090204_f17_v1.1_s.bin']
2009,    02,  05,      3.295,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.02.05/nt_20090205_f17_v1.1_s.bin']
2009,    02,  06,      3.180,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.02.06/nt_20090206_f17_v1.1_s.bin']
2009,    02,  07,      3.166,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.02.07/nt_20090207_f17_v1.1_s.bin']
2009,    02,  08,      3.147,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.02.08/nt_20090208_f17_v1.1_s.bin']
2009,    02,  09,      3.145,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.02.09/nt_20090209_f17_v1.1_s.bin']
2009,    02,  10,      3.047,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.02.10/nt_20090210_f17_v1.1_s.bin']
2009,    02,  11,      2.980,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.02.11/nt_20090211_f17_v1.1_s.bin']
2009,    02,  12,      2.939,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.02.12/nt_20090212_f17_v1.1_s.bin']
2009,    02,  13,      2.921,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.02.13/nt_20090213_f17_v1.1_s.bin']
2009,    02,  14,      2.858,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.02.14/nt_20090214_f17_v1.1_s.bin']
2009,    02,  15,      2.794,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.02.15/nt_20090215_f17_v1.1_s.bin']
2009,    02,  16,      2.799,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.02.16/nt_20090216_f17_v1.1_s.bin']
2009,    02,  17,      2.788,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.02.17/nt_20090217_f17_v1.1_s.bin']
2009,    02,  18,      2.780,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.02.18/nt_20090218_f17_v1.1_s.bin']
2009,    02,  19,      2.760,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.02.19/nt_20090219_f17_v1.1_s.bin']
2009,    02,  20,      2.741,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.02.20/nt_20090220_f17_v1.1_s.bin']
2009,    02,  21,      2.677,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.02.21/nt_20090221_f17_v1.1_s.bin']
2009,    02,  22,      2.671,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.02.22/nt_20090222_f17_v1.1_s.bin']
2009,    02,  23,      2.730,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.02.23/nt_20090223_f17_v1.1_s.bin']
2009,    02,  24,      2.706,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.02.24/nt_20090224_f17_v1.1_s.bin']
2009,    02,  25,      2.810,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.02.25/nt_20090225_f17_v1.1_s.bin']
2009,    02,  26,      2.837,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.02.26/nt_20090226_f17_v1.1_s.bin']
2009,    02,  27,      2.925,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.02.27/nt_20090227_f17_v1.1_s.bin']
2009,    02,  28,      3.015,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.02.28/nt_20090228_f17_v1.1_s.bin']
2009,    03,  01,      3.090,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.03.01/nt_20090301_f17_v1.1_s.bin']
2009,    03,  02,      3.254,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.03.02/nt_20090302_f17_v1.1_s.bin']
2009,    03,  03,      3.287,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.03.03/nt_20090303_f17_v1.1_s.bin']
2009,    03,  04,      3.399,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.03.04/nt_20090304_f17_v1.1_s.bin']
2009,    03,  05,      3.475,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.03.05/nt_20090305_f17_v1.1_s.bin']
2009,    03,  06,      3.532,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.03.06/nt_20090306_f17_v1.1_s.bin']
2009,    03,  07,      3.640,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.03.07/nt_20090307_f17_v1.1_s.bin']
2009,    03,  08,      3.719,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.03.08/nt_20090308_f17_v1.1_s.bin']
2009,    03,  09,      3.694,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.03.09/nt_20090309_f17_v1.1_s.bin']
2009,    03,  10,      3.757,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.03.10/nt_20090310_f17_v1.1_s.bin']
2009,    03,  11,      3.907,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.03.11/nt_20090311_f17_v1.1_s.bin']
2009,    03,  12,      3.900,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.03.12/nt_20090312_f17_v1.1_s.bin']
2009,    03,  13,      3.982,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.03.13/nt_20090313_f17_v1.1_s.bin']
2009,    03,  14,      4.171,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.03.14/nt_20090314_f17_v1.1_s.bin']
2009,    03,  15,      4.205,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.03.15/nt_20090315_f17_v1.1_s.bin']
2009,    03,  16,      4.331,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.03.16/nt_20090316_f17_v1.1_s.bin']
2009,    03,  17,      4.421,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.03.17/nt_20090317_f17_v1.1_s.bin']
2009,    03,  18,      4.563,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.03.18/nt_20090318_f17_v1.1_s.bin']
2009,    03,  19,      4.894,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.03.19/nt_20090319_f17_v1.1_s.bin']
2009,    03,  20,      4.997,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.03.20/nt_20090320_f17_v1.1_s.bin']
2009,    03,  21,      4.981,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.03.21/nt_20090321_f17_v1.1_s.bin']
2009,    03,  22,      4.984,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.03.22/nt_20090322_f17_v1.1_s.bin']
2009,    03,  23,      5.088,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.03.23/nt_20090323_f17_v1.1_s.bin']
2009,    03,  24,      5.136,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.03.24/nt_20090324_f17_v1.1_s.bin']
2009,    03,  25,      5.204,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.03.25/nt_20090325_f17_v1.1_s.bin']
2009,    03,  26,      5.365,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.03.26/nt_20090326_f17_v1.1_s.bin']
2009,    03,  27,      5.519,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.03.27/nt_20090327_f17_v1.1_s.bin']
2009,    03,  28,      5.564,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.03.28/nt_20090328_f17_v1.1_s.bin']
2009,    03,  29,      5.751,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.03.29/nt_20090329_f17_v1.1_s.bin']
2009,    03,  30,      5.881,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.03.30/nt_20090330_f17_v1.1_s.bin']
2009,    03,  31,      5.982,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.03.31/nt_20090331_f17_v1.1_s.bin']
2009,    04,  01,      6.072,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.04.01/nt_20090401_f17_v1.1_s.bin']
2009,    04,  02,      6.146,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.04.02/nt_20090402_f17_v1.1_s.bin']
2009,    04,  03,      6.277,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.04.03/nt_20090403_f17_v1.1_s.bin']
2009,    04,  04,      6.385,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.04.04/nt_20090404_f17_v1.1_s.bin']
2009,    04,  05,      6.490,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.04.05/nt_20090405_f17_v1.1_s.bin']
2009,    04,  06,      6.584,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.04.06/nt_20090406_f17_v1.1_s.bin']
2009,    04,  07,      6.688,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.04.07/nt_20090407_f17_v1.1_s.bin']
2009,    04,  08,      6.787,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.04.08/nt_20090408_f17_v1.1_s.bin']
2009,    04,  09,      6.934,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.04.09/nt_20090409_f17_v1.1_s.bin']
2009,    04,  10,      7.090,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.04.10/nt_20090410_f17_v1.1_s.bin']
2009,    04,  11,      7.310,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.04.11/nt_20090411_f17_v1.1_s.bin']
2009,    04,  12,      7.465,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.04.12/nt_20090412_f17_v1.1_s.bin']
2009,    04,  13,      7.661,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.04.13/nt_20090413_f17_v1.1_s.bin']
2009,    04,  14,      7.785,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.04.14/nt_20090414_f17_v1.1_s.bin']
2009,    04,  15,      7.890,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.04.15/nt_20090415_f17_v1.1_s.bin']
2009,    04,  16,      7.998,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.04.16/nt_20090416_f17_v1.1_s.bin']
2009,    04,  17,      8.082,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.04.17/nt_20090417_f17_v1.1_s.bin']
2009,    04,  18,      8.185,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.04.18/nt_20090418_f17_v1.1_s.bin']
2009,    04,  19,      8.246,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.04.19/nt_20090419_f17_v1.1_s.bin']
2009,    04,  20,      8.388,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.04.20/nt_20090420_f17_v1.1_s.bin']
2009,    04,  21,      8.502,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.04.21/nt_20090421_f17_v1.1_s.bin']
2009,    04,  22,      8.585,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.04.22/nt_20090422_f17_v1.1_s.bin']
2009,    04,  23,      8.707,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.04.23/nt_20090423_f17_v1.1_s.bin']
2009,    04,  24,      8.809,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.04.24/nt_20090424_f17_v1.1_s.bin']
2009,    04,  25,      8.923,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.04.25/nt_20090425_f17_v1.1_s.bin']
2009,    04,  26,      9.061,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.04.26/nt_20090426_f17_v1.1_s.bin']
2009,    04,  27,      9.133,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.04.27/nt_20090427_f17_v1.1_s.bin']
2009,    04,  28,      9.211,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.04.28/nt_20090428_f17_v1.1_s.bin']
2009,    04,  29,      9.281,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.04.29/nt_20090429_f17_v1.1_s.bin']
2009,    04,  30,      9.280,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.04.30/nt_20090430_f17_v1.1_s.bin']
2009,    05,  01,      9.339,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.05.01/nt_20090501_f17_v1.1_s.bin']
2009,    05,  02,      9.438,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.05.02/nt_20090502_f17_v1.1_s.bin']
2009,    05,  03,      9.534,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.05.03/nt_20090503_f17_v1.1_s.bin']
2009,    05,  04,      9.641,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.05.04/nt_20090504_f17_v1.1_s.bin']
2009,    05,  05,      9.747,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.05.05/nt_20090505_f17_v1.1_s.bin']
2009,    05,  06,      9.895,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.05.06/nt_20090506_f17_v1.1_s.bin']
2009,    05,  07,     10.004,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.05.07/nt_20090507_f17_v1.1_s.bin']
2009,    05,  08,     10.119,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.05.08/nt_20090508_f17_v1.1_s.bin']
2009,    05,  09,     10.239,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.05.09/nt_20090509_f17_v1.1_s.bin']
2009,    05,  10,     10.323,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.05.10/nt_20090510_f17_v1.1_s.bin']
2009,    05,  11,     10.426,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.05.11/nt_20090511_f17_v1.1_s.bin']
2009,    05,  12,     10.596,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.05.12/nt_20090512_f17_v1.1_s.bin']
2009,    05,  13,     10.727,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.05.13/nt_20090513_f17_v1.1_s.bin']
2009,    05,  14,     10.844,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.05.14/nt_20090514_f17_v1.1_s.bin']
2009,    05,  15,     10.944,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.05.15/nt_20090515_f17_v1.1_s.bin']
2009,    05,  16,     11.036,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.05.16/nt_20090516_f17_v1.1_s.bin']
2009,    05,  17,     11.178,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.05.17/nt_20090517_f17_v1.1_s.bin']
2009,    05,  18,     11.204,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.05.18/nt_20090518_f17_v1.1_s.bin']
2009,    05,  19,     11.230,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.05.19/nt_20090519_f17_v1.1_s.bin']
2009,    05,  20,     11.289,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.05.20/nt_20090520_f17_v1.1_s.bin']
2009,    05,  21,     11.316,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.05.21/nt_20090521_f17_v1.1_s.bin']
2009,    05,  22,     11.395,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.05.22/nt_20090522_f17_v1.1_s.bin']
2009,    05,  23,     11.514,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.05.23/nt_20090523_f17_v1.1_s.bin']
2009,    05,  24,     11.671,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.05.24/nt_20090524_f17_v1.1_s.bin']
2009,    05,  25,     11.830,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/2009.05.25/nt_20090525_f17_v1.1_s.bin']
